#scientific name	type materials and coidentical strains	has sequences from type material?	number of assemblies per taxon	number of assemblies from type materials per taxon	number of assemblies from type materials per species
Streptomyces tateyamensis	DSM 41969,DSM:41969,NBRC 105048,NBRC:105048,Sp080513SC-30	yes	1	0	0
Streptomyces tauricus	ATCC 27470,ATCC:27470,BCRC 12822,BCRC:12822,CBS 757.72,CBS:757.72,CCRC 12822,CCRC:12822,DSM 40560,DSM:40560,IFO 13456,IFO:13456,IMET 43541,IMET:43541,INA 8173,INA:8173,ISP 5560,ISP:5560,JCM 4837,JCM:4837,NBRC 13456,NBRC:13456,NRRL B-12497,NRRL-ISP 5560,NRRL-ISP:5560,NRRL:B-12497,RIA 1417,RIA:1417,VKM Ac-1853,VKM:Ac:1853,culture-collection:NRRL:B:12497	yes	1	1	1
Streptomyces tendae	AS 4.1460,ATCC 19812,ATCC:19812,BCCM/LMG:19314,BCCM/LMG:5987,BCRC 12167,BCRC:12167,CBS 565.68,CBS:565.68,CCRC 12167,CCRC:12167,CGMCC:4.1460,DSM 40101,DSM:40101,IFM 1176,IFM:1176,IFO 12822,IFO:12822,IMET 40459,IMET:40459,ISP 5101,ISP:5101,JCM 4149,JCM 4610,JCM:4149,JCM:4610,LMG 19314,LMG 5987,LMG:19314,LMG:5987,NBRC 12822,NBRC:12822,NCIMB 9614,NCIMB:9614,NRRL B-2313,NRRL-ISP 5101,NRRL-ISP:5101,NRRL:B-2313,RIA 1092,RIA 534,RIA:1092,RIA:534,UNIQEM 199,UNIQEM:199,VKM Ac-1889,VKM:Ac:1889,culture-collection:AS:4.1460,culture-collection:NRRL:B:2313	yes	4	1	1
Streptomyces termitum	ATCC 25499,ATCC:25499,BCRC 12592,BCRC:12592,CBS 959.69,CBS:959.69,CCRC 12592,CCRC:12592,DSM 40329,DSM:40329,IFO 13087,IFO:13087,IMET 43127,IMET:43127,ISP 5329,ISP:5329,JCM 4518,JCM:4518,NBRC 13087,NBRC:13087,NCIMB 9980,NCIMB:9980,NRRL B-3804,NRRL-ISP 5329,NRRL-ISP:5329,NRRL:B-3804,RIA 1279,RIA:1279,culture-collection:NRRL:B:3804	yes	1	1	1
Streptomyces thermoalcalitolerans	DSM 41741,DSM:41741,IFO 16322,IFO:16322,JCM 10673,JCM:10673,NBRC 16322,NBRC:16322,TA56	yes	0	0	0
Streptomyces thermoalkaliphilus	4-2-13,CGMCC 4. 7205,CGMCC:4. 7205,DSM 42159,DSM:42159	yes	0	0	0
Streptomyces thermoautotrophicus	BCCM/LMG:19855,DSM 41605,DSM:41605,LMG 19855,LMG:19855,NBRC 101056,NBRC:101056,UBT1	yes	3	2	2
Streptomyces thermocarboxydovorans	AT52,CIP 105544,CIP:105544,DSM 44296,DSM:44296,IFO 16324,IFO:16324,JCM 10367,JCM:10367,NBRC 16324,NBRC:16324	yes	0	0	0
Streptomyces thermocarboxydus	AT37,CIP 105545,CIP:105545,DSM 44293,DSM:44293,IFO 16323,IFO:16323,JCM 10368,JCM:10368,NBRC 16323,NBRC:16323	yes	0	0	0
Streptomyces thermocoprophilus	B19,DSM 41700,DSM:41700,JCM 10918,JCM:10918,NBRC 100771,NBRC:100771	yes	0	0	0
Streptomyces thermodiastaticus	ATCC 27472,ATCC:27472,BCRC 12492,BCRC 12636,BCRC:12492,BCRC:12636,CBS 769.72,CBS:769.72,CCRC 12492,CCRC 12636,CCRC:12492,CCRC:12636,DSM 40573,DSM:40573,HUT 6606,HUT:6606,ISP 5573,ISP:5573,JCM 4840,JCM:4840,NBRC 100020,NBRC:100020,NRRL B-5316,NRRL-ISP 5573,NRRL-ISP:5573,NRRL:B-5316,RIA 1429,RIA:1429,culture-collection:NRRL:B:5316	yes	1	1	1
Streptomyces thermogriseus	CCTCC AA 97014,CCTCC:AA 97014,CCTCC:AA97014,CIP 105834,CIP:105834,DSM 41756,DSM:41756,JCM 11269,JCM:11269,NBRC 100772,NBRC:100772,Y-14046,culture-collection:CCTCC AA97014,culture-collection:CCTCC:AA:97014	yes	0	0	0
Streptomyces thermolilacinus	NBRC 14274,NBRC:14274,T435	yes	1	0	0
Streptomyces thermolineatus	A1484,ATCC 51534,ATCC:51534,DSM 41451,DSM:41451,HUT 6609,HUT:6609,IFO 14750,IFO:14750,JCM 6307,JCM:6307,K47,NBRC 103020,NBRC 14750,NBRC:103020,NBRC:14750,NCIMB 12471,NCIMB:12471	yes	0	0	0
Streptomyces thermospinosisporus	AT10,DSM 41779,DSM:41779,JCM 11756,JCM:11756,KCTC 9909,KCTC:9909,NBRC 100043,NBRC:100043	yes	0	0	0
Streptomyces thermoviolaceus	ATCC 19283,ATCC:19283,BCCM/LMG:14943,BCCM/LMG:19359,BCRC 12493,BCRC 12639,BCRC:12493,BCRC:12639,CBS 278.66,CBS 688.72,CBS:278.66,CBS:688.72,CCRC 12493,CCRC 12639,CCRC:12493,CCRC:12639,DSM 40443,DSM:40443,HAMBI 1006,HAMBI:1006,HUT 6604,HUT:6604,IFO 13905,IFO:13905,IMET 43353,IMET:43353,ISP 5443,ISP:5443,JCM 4337,JCM 4843,JCM:4337,JCM:4843,LMG 14943,LMG 19359,LMG:14943,LMG:19359,NBRC 13905,NBRC:13905,NCIMB 10076,NCIMB:10076,NRRL B-12374,NRRL-ISP 5443,NRRL-ISP:5443,NRRL:B-12374,RIA 1348,RIA:1348,VKM Ac-1857,VKM:Ac:1857,culture-collection:NRRL:B:12374	yes	2	2	3
Streptomyces thermoviolaceus subsp. apingens	ATCC 19994,ATCC:19994,CBS 140.67,CBS:140.67,DSM 41392,DSM:41392,IFO 15459,IFO:15459,JCM 4312,JCM:4312,NBRC 15459,NBRC:15459,NCIMB 10077,NCIMB:10077	yes	1	1	3
Streptomyces thermovulgaris	AS 4.1455,ATCC 19284,ATCC 23385 [[Streptomyces thermonitrificans]],ATCC 25501,ATCC:19284,ATCC:23385 [[Streptomyces thermonitrificans]],ATCC:25501,BCRC 12488,BCRC 12638,BCRC:12488,BCRC:12638,CBS 180.71 [[Streptomyces thermonitrificans]],CBS 276.66,CBS 643.69,CBS 774.72 [[Streptomyces thermonitrificans]],CBS:180.71 [[Streptomyces thermonitrificans]],CBS:276.66,CBS:643.69,CBS:774.72 [[Streptomyces thermonitrificans]],CCRC 12488,CCRC 12638,CCRC:12488,CCRC:12638,CGMCC:4.1455,DSM 40444,DSM 40579 [[Streptomyces thermonitrificans]],DSM:40444,DSM:40579 [[Streptomyces thermonitrificans]],HUT 6605,HUT:6605,IFO 13089,IFO 13473 [[Streptomyces thermonitrificans]],IFO 16609 [[Streptomyces thermonitrificans]],IFO 16615,IFO:13089,IFO:13473 [[Streptomyces thermonitrificans]],IFO:16609 [[Streptomyces thermonitrificans]],IFO:16615,ISP 5444,ISP:5444,JCM 4338,JCM 4520,JCM 4841 [[Streptomyces thermonitrificans]],JCM:4338,JCM:4520,JCM:4841 [[Streptomyces thermonitrificans]],NBRC 13089,NBRC 13473 [[Streptomyces thermonitrificans]],NBRC 16609 [[Streptomyces thermonitrificans]],NBRC 16615,NBRC:13089,NBRC:13473 [[Streptomyces thermonitrificans]],NBRC:16609 [[Streptomyces thermonitrificans]],NBRC:16615,NCIM-2007 [[Streptomyces thermonitrificans]],NCIM:2007 [[Streptomyces thermonitrificans]],NCIMB 10078,NCIMB:10078,NRRL B-12375,NRRL-ISP 5444,NRRL-ISP:5444,NRRL:B-12375,RIA 1281,RIA 1434 [[Streptomyces thermonitrificans]],RIA:1281,RIA:1434 [[Streptomyces thermonitrificans]],VKM Ac-1745,VKM:Ac:1745,culture-collection:AS:4.1455,culture-collection:NRRL:B:12375	yes	1	1	1
Streptomyces thinghirensis	CCMM B35,DSM 41919,DSM:41919,S10	yes	0	0	0
Streptomyces thiolactonus	NRRL 15439,NRRL:15439,UC 8478	yes	0	0	0
Streptomyces thioluteus	ATCC 12310,ATCC:12310,BCRC 12428,BCRC:12428,CBS 642.72,CBS:642.72,CCRC 12428,CCRC:12428,DSM 40027,DSM 41486,DSM:40027,DSM:41486,HUT 6071,HUT:6071,IFO 13341,IFO 3364,IFO:13341,IFO:3364,ISP 5027,ISP:5027,JCM 4087,JCM 4844,JCM:4087,JCM:4844,NBRC 13341,NBRC 3364,NBRC:13341,NBRC:3364,NRRL B-1667,NRRL-ISP 5027,NRRL-ISP:5027,NRRL:B-1667,RIA 1302,RIA:1302,VKM Ac-1914,VKM:Ac:1914,culture-collection:NRRL:B:1667	yes	0	0	0
Streptomyces tibetensis	CGMCC 4.7579,CGMCC:4.7579,KCTC 49221,KCTC:49221,XZ 46	yes	2	2	2
Streptomyces tirandamycinicus	CCTCC:AA 2018045,HNM0039,KCTC:49236	yes	1	1	1
Streptomyces tokunonensis	ATCC 31569,ATCC:31569,FERM 4843,FERM:4843,PA-31088	yes	0	0	0
Streptomyces torulosus	ATCC 29340,ATCC:29340,BCCM/LMG:20305,CBS 801.71,CBS:801.71,DSM 40894,DSM:40894,IFM 1283,IFM:1283,IFO 15460,IFO:15460,JCM 4872,JCM:4872,LMG 20305,LMG:20305,NBRC 15460,NBRC:15460,NRRL B-3889,NRRL:B-3889,culture-collection:NRRL:B:3889	yes	1	1	1
Streptomyces toxytricini	ATCC 19813,ATCC:19813,BCRC 13472,BCRC:13472,CBS 566.68,CBS:566.68,CCRC 13472,CCRC:13472,DSM 40178,DSM:40178,IFO 12823,IFO:12823,ISP 5178,ISP:5178,JCM 4421,JCM:4421,NBRC 12823,NBRC:12823,NCIMB 9847,NCIMB:9847,NRRL B-5426,NRRL-ISP 5178,NRRL-ISP:5178,NRRL:B-5426,RIA 1093,RIA:1093,UNIQEM 200,UNIQEM:200,VKM Ac-1279,VKM:Ac:1279,culture-collection:NRRL:B:5426	yes	1	1	1
Streptomyces toyocaensis	na	no	1	0	0
Streptomyces tremellae	CCTCC M 2011365,CCTCC:M 2011365,JCM 30846,JCM:30846,Js-1,culture-collection:CCTCC:M:2011365	yes	0	0	0
Streptomyces tricolor	BCCM/LMG:20328,CBS 102.34 [[Streptomyces roseodiastaticus]],CBS 103.21,CBS:102.34 [[Streptomyces roseodiastaticus]],CBS:103.21,CGMCC 4.1867 [[Streptomyces roseodiastaticus]],CGMCC:4.1867 [[Streptomyces roseodiastaticus]],DSM 41703 [[Streptomyces roseodiastaticus]],DSM 41704,DSM:41703 [[Streptomyces roseodiastaticus]],DSM:41704,IFO 15457 [[Streptomyces roseodiastaticus]],IFO 15461,IFO:15457 [[Streptomyces roseodiastaticus]],IFO:15461,JCM 4295 [[Streptomyces roseodiastaticus]],JCM 5065,JCM:4295 [[Streptomyces roseodiastaticus]],JCM:5065,LMG 20328,LMG:20328,NBRC 103112,NBRC 15457 [[Streptomyces roseodiastaticus]],NBRC 15461,NBRC:103112,NBRC:15457 [[Streptomyces roseodiastaticus]],NBRC:15461,NRRL B-16925,NRRL B-1906 [[Streptomyces roseodiastaticus]],NRRL:B-16925,NRRL:B-1906 [[Streptomyces roseodiastaticus]],culture-collection:NRRL:B:16925	yes	1	1	1
Streptomyces triticagri	CGMCC 4.7476,CGMCC:4.7476,DSM 106775,DSM:106775,NEAU-YY421	yes	1	1	1
Streptomyces tritici	CGMCC 4.7393,CGMCC:4.7393,DSM 104540,DSM:104540,NEAU-A4	yes	0	0	0
Streptomyces triticiradicis	CCTCC AA 2018031,CCTCC:AA2018031,DSM 109825,DSM:109825,NEAU-H2	yes	1	1	1
Streptomyces triticirhizae	CCTCC AA 2018092,CCTCC:AA 2018092,CCTCC:AA2018092,DSM 107172,DSM:107172,NEAU-YY642	yes	1	1	1
Streptomyces triticisoli	CCTCC AA 2017025,CCTCC:AA 2017025,CCTCC:AA:2017025,DSM 105118,DSM:105118,NEAU-DSCPA1-4-4	yes	1	1	1
Streptomyces tritolerans	CCTCC AA 206013,CCTCC:AA 206013,DAS 165,DSM 41899,DSM:41899,culture-collection:CCTCC:AA:206013	yes	0	0	0
Streptomyces tsukubensis	9993,DSM 42081,DSM:42081,NBRC 108819,NBRC:108819	yes	5	0	0
Streptomyces tubercidicus	AS 4.1414,ATCC 25502,ATCC:25502,BCCM/LMG:19361,BCRC 11886,BCRC:11886,CBS 644.69,CBS:644.69,CCRC 11886,CCRC:11886,CECT 3272,CECT:3272,CGMCC:4.1414,DSM 40261,DSM:40261,IFM 1064,IFM:1064,IFO 13090,IFO:13090,IMET 43517,IMET:43517,ISP 5261,ISP:5261,JCM 4054,JCM 4558,JCM:4054,JCM:4558,KCTC 9109,KCTC:9109,LMG 19361,LMG:19361,NBRC 13090,NBRC:13090,NRRL B-5440,NRRL-ISP 5261,NRRL-ISP:5261,NRRL:B-5440,RIA 1282,RIA:1282,VKM Ac-1073,VKM:Ac:1073,culture-collection:AS:4.1414,culture-collection:NRRL:B:5440	yes	1	1	1
Streptomyces tuirus	ATCC 19007,ATCC:19007,BCRC 12217,BCRC:12217,CBS 719.72,CBS:719.72,CCRC 12217,CCRC:12217,DSM 40505,DSM:40505,IFO 15617,IFO:15617,ISP 5505,ISP:5505,JCM 4255,JCM 4846,JCM:4255,JCM:4846,NBRC 15617,NBRC:15617,NRRL B-3631,NRRL-ISP 5505,NRRL-ISP:5505,NRRL:B-3631,RIA 1379,RIA:1379,culture-collection:NRRL:B:3631	yes	1	1	1
Streptomyces tunisialbus	DSM 105760,DSM:105760,JCM 32165,JCM:32165,S2	yes	0	0	0
Streptomyces tunisiensis	CN-207,DSM 42037,DSM:42037,JCM 17589,JCM:17589	yes	0	0	0
Streptomyces turgidiscabies	ATCC 700248,ATCC:700248,CIP 105577,CIP:105577,IFO 16080,IFO:16080,JCM 10429,JCM:10429,NBRC 16080,NBRC:16080,NRRL B-24078,NRRL:B-24078,SY9113,culture-collection:NRRL:B:24078	yes	2	0	0
Streptomyces tyrosinilyticus	CGMCC 4.7201,CGMCC:4.7201,DSM 42170,DSM:42170,NEAU-Jh3-20	yes	1	1	1
Streptomyces umbrinus	ATCC 19929,ATCC 25503,ATCC:19929,ATCC:25503,CBS 645.69,CBS:645.69,DSM 40278,DSM:40278,IFO 13091,IFO:13091,INA 1703/53,INA:1703/53,ISP 5278,ISP:5278,JCM 4521,JCM:4521,NBRC 13091,NBRC:13091,NRRL B-2572,NRRL-ISP 5278,NRRL-ISP:5278,NRRL:B-2572,RIA 1283,RIA:1283,VKM Ac-1747,VKM:Ac:1747,culture-collection:NRRL:B:2572	yes	1	1	1
Streptomyces uncialis	na	no	1	0	0
Streptomyces urticae	CCTCC AA 2017015,CCTCC:AA 2017015,CCTCC:AA2017015,DSM 105115,DSM:105115,NEAU-PCY-1	yes	0	0	0
Streptomyces variabilis	ATCC 19815,ATCC 19930,ATCC:19815,ATCC:19930,BCRC 11488,BCRC:11488,CBS 568.68,CBS:568.68,CCRC 11488,CCRC:11488,DSM 40179,DSM:40179,IFO 12825,IFO:12825,IMET 42059,IMET:42059,ISP 5179,ISP:5179,JCM 4422,JCM:4422,NBRC 12825,NBRC:12825,NRRL B-3984,NRRL-ISP 5179,NRRL-ISP:5179,NRRL:B-3984,RIA 1095,RIA:1095,UNIQEM 202,UNIQEM:202,VKM Ac-1854,VKM:Ac:1854,culture-collection:NRRL:B:3984	yes	1	1	1
Streptomyces variegatus	ATCC 43696,ATCC:43696,BCCM/LMG:20315,DSM 41464,DSM:41464,IFO 15462,IFO:15462,INA T-511,INA:T:511,JCM 6930,JCM:6930,LMG 20315,LMG:20315,NBRC 15462,NBRC:15462,VKM Ac-846,VKM:Ac:846	yes	1	0	0
Streptomyces varsoviensis	AS 4.1431,ATCC 14631c,ATCC 25505,ATCC:14631c,ATCC:25505,BCRC 12647,BCRC:12647,CBS 357.64,CBS 647.69,CBS:357.64,CBS:647.69,CCRC 12647,CCRC:12647,CGMCC:4.1431,DSM 40346,DSM:40346,HAMBI 1046,HAMBI:1046,IFO 13093,IFO:13093,IMET 43351,IMET:43351,ISP 5346,ISP:5346,JCM 4303,JCM 4523,JCM:4303,JCM:4523,NBRC 13093,NBRC:13093,NCIMB 9522,NCIMB:9522,NRRL B-3589,NRRL-ISP 5346,NRRL-ISP:5346,NRRL:B-3589,RIA 1285,RIA:1285,VKM Ac-1000,VKM:Ac:1000,culture-collection:AS:4.1431,culture-collection:NRRL:B:3589	yes	3	2	2
Streptomyces vastus	ATCC 25506,ATCC:25506,CBS 290.60,CBS 648.69,CBS:290.60,CBS:648.69,DSM 40309,DSM:40309,IFO 13094,IFO:13094,ISP 5309,ISP:5309,JCM 4524,JCM:4524,NBRC 13094,NBRC:13094,NRRL B-12232,NRRL-ISP 5309,NRRL-ISP:5309,NRRL:B-12232,RIA 1286,RIA:1286,VKM Ac-1871,VKM:Ac:1871,culture-collection:NRRL:B:12232	yes	0	0	0
Streptomyces venetus	CMU-AB225,JCM 31290,JCM:31290,TBRC 2001,TBRC:2001	yes	0	0	0
Streptomyces venezuelae	AS 4.1526,ATCC 10712,ATCC 25508,ATCC:10712,ATCC:25508,BCCM/LMG:19308,BCRC 11512,BCRC:11512,CBS 650.69,CBS:650.69,CCRC 11512,CCRC:11512,CGMCC:4.1526,DSM 40230,DSM:40230,IFO 12595,IFO 13096,IFO:12595,IFO:13096,IMET 41356,IMET:41356,ISP 5230,ISP:5230,JCM 4526,JCM:4526,LMG 19308,LMG:19308,NBRC 12595,NBRC 13096,NBRC:12595,NBRC:13096,NRRL 2277,NRRL-ISP 5230,NRRL-ISP:5230,NRRL:2277,RIA 1288,RIA 70,RIA:1288,RIA:70,VKM Ac-589,VKM:Ac:589,culture-collection:AS:4.1526	yes	12	2	2
Streptomyces verrucosisporus	CPB1-1,JCM 18519,JCM:18519,PCU 343,PCU:343,PCU&lt;THA&gt;:343,TISTR 2344,TISTR:2344	yes	0	0	0
Streptomyces vietnamensis	CCTCC M 205143,CCTCC:M 205143,CCTCC:M:205143,GIMV4.0001,IAM 15340,IAM:15340,JCM 21785,JCM:21785	yes	1	1	1
Streptomyces vinaceus	AS 4.1305,ATCC 27476,ATCC:27476,BCRC 11865,BCRC:11865,CBS 726.72,CBS:726.72,CCRC 11865,CCRC:11865,CGMCC:4.1305,DSM 40515,DSM:40515,HUT 6082,HUT:6082,IFO 13425,IFO:13425,ISP 5515,ISP:5515,JCM 4090,JCM 4849,JCM:4090,JCM:4849,KCTC 9771,KCTC:9771,NBRC 13425,NBRC 3406 [[Streptomyces arabicus]],NBRC:13425,NBRC:3406 [[Streptomyces arabicus]],NRRL 2382,NRRL-ISP 5515,NRRL-ISP:5515,NRRL:2382,PCM 2366,PCM:2366,RIA 1386,RIA 805,RIA:1386,RIA:805,culture-collection:AS:4.1305	yes	3	2	2
Streptomyces vinaceusdrappus	ATCC 25511,ATCC:25511,BCRC 12170,BCRC:12170,CBS 653.69,CBS:653.69,CCRC 12170,CCRC:12170,DSM 40470,DSM:40470,IFO 13099,IFO:13099,ISP 5470,ISP:5470,JCM 4529,JCM:4529,NBRC 13099,NBRC:13099,NCIMB 12980,NCIMB:12980,NRRL 2363,NRRL-ISP 5470,NRRL-ISP:5470,NRRL:2363,RIA 1291,RIA:1291,VKM Ac-1902,VKM:Ac:1902	yes	1	1	1
Streptomyces violaceochromogenes	ATCC 19932,ATCC 25512,ATCC:19932,ATCC:25512,CBS 654.69,CBS:654.69,DSM 40181,DSM:40181,IFO 13100,IFO:13100,INA 425,INA:425,ISP 5181,ISP:5181,JCM 4530,JCM:4530,NBRC 13100,NBRC:13100,NRRL B-5427,NRRL-ISP 5181,NRRL-ISP:5181,NRRL:B-5427,RIA 1292,RIA:1292,VKM Ac-581,VKM:Ac:581,culture-collection:NRRL:B:5427	yes	1	1	1
Streptomyces violaceolatus	ATCC 19847,ATCC 25513,ATCC:19847,ATCC:25513,CBS 655.69,CBS:655.69,DSM 40438,DSM:40438,IFO 13101,IFO:13101,ISP 5438,ISP:5438,JCM 4531,JCM:4531,KCTC 9772,KCTC:9772,NBRC 13101,NBRC:13101,NRRL B-12371,NRRL-ISP 5438,NRRL-ISP:5438,NRRL:B-12371,RIA 1293,RIA:1293,VKM Ac-582,VKM:Ac:582,culture-collection:NRRL:B:12371	yes	0	0	0
Streptomyces violaceorectus	ATCC 25514,ATCC:25514,BCRC 13626,BCRC:13626,CBS 656.69,CBS:656.69,CCRC 13626,CCRC:13626,DSM 40279,DSM:40279,IFO 13102,IFO:13102,IMET 43520,IMET:43520,INA 506,INA:506,ISP 5279,ISP:5279,JCM 4532,JCM:4532,NBRC 13102,NBRC:13102,NRRL B-12181,NRRL-ISP 5279,NRRL-ISP:5279,NRRL:B-12181,RIA 1294,RIA:1294,VKM Ac-584,VKM:Ac:584,culture-collection:NRRL:B:12181	yes	0	0	0
Streptomyces violaceoruber	ATCC 14980,ATCC 19816,ATCC 3355,ATCC:14980,ATCC:19816,ATCC:3355,BCRC 11489,BCRC:11489,CBS 569.68,CBS:569.68,CCRC 11489,CCRC:11489,DSM 40049,DSM:40049,IFO 12826,IFO:12826,ISP 5049,ISP:5049,JCM 4423,JCM:4423,KCTC 9787,KCTC:9787,NBRC 12826,NBRC:12826,NRRL B-12594,NRRL B-2935,NRRL B-3025,NRRL B-3319,NRRL-ISP 5049,NRRL-ISP:5049,NRRL:B-12594,NRRL:B-2935,NRRL:B-3025,NRRL:B-3319,RIA 1096,RIA:1096,UNIQEM 203,UNIQEM:203,VKM Ac-726,VKM:Ac:726,culture-collection:NRRL:B:12594,culture-collection:NRRL:B:2935,culture-collection:NRRL:B:3025,culture-collection:NRRL:B:3319	yes	3	0	0
Streptomyces violaceorubidus	ATCC 43697,ATCC:43697,BCCM/LMG:20319,DSM 41478,DSM:41478,IFO 15463,IFO:15463,INA 770,INA:770,JCM 6931,JCM:6931,LMG 20319,LMG:20319,NBRC 15463,NBRC:15463,NRRL B-16381,NRRL:B-16381,VKM Ac-1292,VKM:Ac:1292,culture-collection:NRRL:B:16381	yes	1	1	1
Streptomyces violaceus	ATCC 15888,ATCC 15892,ATCC 25515,ATCC:15888,ATCC:15892,ATCC:25515,BCCM/LMG:20257,BCRC 11880,BCRC:11880,CBS 650.72,CBS 657.69,CBS:650.72,CBS:657.69,CCT 4833,CCT:4833,CECT 3235,CECT 8814,CECT:3235,CECT:8814,DSM 40082,DSM 40209,DSM:40082,DSM:40209,IFO 13349,IFO:13349,INMI 1205,INMI:1205,ISP 5209,ISP:5209,JCM 4237,JCM 4533,JCM:4237,JCM:4533,KCC S-0237,KCC:S-0237,LMG 20257,LMG:20257,NBRC 13103,NBRC 13349,NBRC:13103,NBRC:13349,NRRL B-2867,NRRL-ISP 5209,NRRL-ISP:5209,NRRL:B-2867,NRRL:B:2867,RIA 708,RIA:708,VKM Ac-510,VKM Ac-977,VKM:Ac-510,VKM:Ac-977,VKM:collector:Ac:-977	yes	1	0	0
Streptomyces violaceusniger	AS 4.1423,ATCC 27477,ATCC:27477,BCCM/LMG:19336,CBS 760.72,CBS:760.72,CGMCC:4.1423,DSM 40563,DSM:40563,IFO 13459,IFO:13459,ISP 5563,ISP:5563,JCM 4850,JCM:4850,LMG 19336,LMG:19336,NBRC 13459,NBRC:13459,NRRL B-1476,NRRL-ISP 5563,NRRL-ISP:5563,NRRL:B-1476,NRRL:B:1476,RIA 1420,RIA:1420,VKM Ac-583,VKM:Ac-583,VKM:Ac:583,culture-collection:AS:4.1423	yes	3	1	1
Streptomyces violarus	ATCC 15891,ATCC 25516,ATCC:15891,ATCC:25516,CBS 658.69,CBS:658.69,CCT 5007,CCT:5007,CECT 3237,CECT:3237,DSM 40205,DSM:40205,IFO 13104,IFO:13104,ISP 5205,ISP:5205,JCM 4534,JCM:4534,KCTC 9788,KCTC:9788,NBRC 13104,NBRC:13104,NRRL B-5432,NRRL-ISP 5205,NRRL-ISP:5205,NRRL:B-5432,RIA 1296,RIA 157,RIA:1296,RIA:157,UNIQEM 204,UNIQEM:204,VKM Ac-528,VKM:Ac:528,culture-collection:NRRL:B:5432	yes	2	2	2
Streptomyces violascens	ATCC 23968,ATCC:23968,BCRC 12240,BCRC:12240,CBS 266.66,CBS 951.68,CBS:266.66,CBS:951.68,CCRC 12240,CCRC:12240,CECT 3215,CECT:3215,DSM 40183,DSM:40183,IFO 12920,IFO:12920,IMET 42061,IMET:42061,INA 3959/54,INA:3959/54,ISP 5183,ISP:5183,JCM 4424,JCM:4424,KCTC 9785,KCTC:9785,NBRC 12920,NBRC:12920,NCIMB 9820,NCIMB:9820,NRRL B-2700,NRRL-ISP 5183,NRRL-ISP:5183,NRRL:B-2700,RIA 1138,RIA:1138,VKM Ac-1275,VKM:Ac:1275,culture-collection:NRRL:B:2700	yes	3	1	1
Streptomyces violens	ATCC 15898,ATCC:15898,BCRC 12540,BCRC:12540,CBS 451.65,CBS 787.72,CBS:451.65,CBS:787.72,CCRC 12540,CCRC:12540,DSM 40597,DSM:40597,HAMBI 1073,HAMBI:1073,IFO 12557,IFO 13486,IFO:12557,IFO:13486,ISP 5597,ISP:5597,JCM 3072,JCM 4852,JCM:3072,JCM:4852,NBRC 12557,NBRC 13486,NBRC:12557,NBRC:13486,NCAIM B.01477,NRRL B-3484,NRRL-ISP 5597,NRRL-ISP:5597,NRRL:B-3484,PCM 2247,PCM:2247,RIA 1447,RIA 565,RIA:1447,RIA:565,VKM Ac-586,VKM Ac-653,VKM:Ac:586,VKM:Ac:653,culture-collection:NRRL:B:3484	yes	1	1	1
Streptomyces virens	DSM 41465,DSM:41465,IFO 15901,IFO:15901,INA 3831,INA:3831,JCM 9095,JCM:9095,NBRC 15901,NBRC:15901,NRRL B-24331,NRRL:B-24331,VKM Ac-833,VKM:Ac:833,culture-collection:NRRL:B:24331	yes	0	0	0
Streptomyces virginiae	AS 4.1530,ATCC 19817,ATCC:19817,BCRC 12069,BCRC:12069,CBS 291.60,CBS 570.68,CBS:291.60,CBS:570.68,CCRC 12069,CCRC:12069,CGMCC:4.1530,DSM 40094,DSM:40094,IFO 12827,IFO 3729,IFO:12827,IFO:3729,ISP 5094,ISP:5094,JCM 4425,JCM:4425,KCTC 1747,KCTC:1747,NBRC 12827,NBRC 3729,NBRC:12827,NBRC:3729,NRRL B-1446,NRRL-ISP 5094,NRRL-ISP:5094,NRRL:B-1446,RIA 1097,RIA:1097,UNIQEM 205,UNIQEM:205,VKM Ac-1218,VKM:Ac:1218,culture-collection:AS:4.1530,culture-collection:NRRL:B:1446	yes	3	1	1
Streptomyces viridifaciens	na	no	2	0	0
Streptomyces viridiflavus	ATCC 12631,ATCC:12631,BCCM/LMG:20277,CBS 652.72,CBS:652.72,DSM 40237,DSM:40237,IFO 13351,IFO 15799,IFO:13351,IFO:15799,ISP 5237,ISP:5237,JCM 4221,JCM 4857,JCM:4221,JCM:4857,LMG 20277,LMG:20277,NBRC 13351,NBRC 15799,NBRC:13351,NBRC:15799,NRRL B-1548,NRRL-ISP 5237,NRRL-ISP:5237,NRRL:B-1548,RIA 1312,RIA:1312,Y. E. Konev,culture-collection:NRRL:B:1548	yes	0	0	0
Streptomyces viridis	BK199,CGMCC 4.6824,CGMCC:4.6824,KACC 21003,KACC:21003	yes	0	0	0
Streptomyces viridiviolaceus	ATCC 27478,ATCC:27478,BCRC 12457,BCRC:12457,CBS 660.72,CBS:660.72,CCRC 12457,CCRC:12457,DSM 40280,DSM:40280,IFO 13359,IFO:13359,INA 5276/56,INA:5276/56,ISP 5280,ISP:5280,JCM 4855,JCM:4855,NBRC 13359,NBRC:13359,NRRL B-12182,NRRL-ISP 5280,NRRL-ISP:5280,NRRL:B-12182,RIA 1320,RIA:1320,VKM Ac-587,VKM:Ac:587,culture-collection:NRRL:B:12182	yes	1	1	1
